title,authors,arxiv_url,abstract
Generating Dialogue Responses from a Semantic Latent Space,"['Wei-Jen Ko', 'Avik Ray', 'Yilin Shen', 'Hongxia Jin']",http://arxiv.org/abs/2010.01658v1,"Existing open-domain dialogue generation models are usually trained to mimic the gold response in the training set using cross-entropy loss on the vocabulary. However, a good response does not need to resemble the gold response, since there are multiple possible responses to a given prompt. In this work, we hypothesize that the current models are unable to integrate information from multiple semantically similar valid responses of a prompt, resulting in the generation of generic and uninformative responses. To address this issue, we propose an alternative to the end-to-end classification on vocabulary. We learn the pair relationship between the prompts and responses as a regression task on a latent space instead. In our novel dialog generation model, the representations of semantically related sentences are close to each other on the latent space. Human evaluation showed that learning the task on a continuous space can generate responses that are both relevant and informative."
Generating Diverse Translation from Model Distribution with Dropout,"['Xuanfu Wu', 'Yang Feng', 'Chenze Shao']",,
Generating Fact Checking Briefs,"['Angela Fan', 'Aleksandra Piktus', 'Fabio Petroni', 'Guillaume Wenzek', 'Marzieh Saeidi', 'Andreas Vlachos', 'Antoine Bordes', 'Sebastian Riedel']",,
Generating Image Descriptions via Sequential Cross-Modal Alignment Guided by Human Gaze,"['Ece Takmaz', 'Sandro Pezzelle', 'Lisa Beinborn', 'Raquel Fernández']",,
Generating Radiology Reports via Memory-driven Transformer,"['Zhihong Chen', 'Yan Song', 'Tsung-Hui Chang', 'Xiang Wan']",,
Generating similes e̶f̶f̶o̶r̶t̶l̶e̶s̶s̶l̶y̶ 𝘭𝘪𝘬𝘦 𝘢 𝘗𝘳𝘰: A Style Transfer Approach for Simile Generation,"['Tuhin Chakrabarty', 'Smaranda Muresan', 'Nanyun Peng']",,
"Generationary or: ""How we Went Beyond Word Sense Inventories and Learned to Gloss""","['Michele Bevilacqua', 'Marco Maru', 'Roberto Navigli']",,
Global-to-Local Neural Networks for Document-Level Relation Extraction,"['Difeng Wang', 'Wei Hu', 'Ermei Cao', 'Weijian Sun']",http://arxiv.org/abs/2009.10359v1,"Relation extraction (RE) aims to identify the semantic relations between named entities in text. Recent years have witnessed it raised to the document level, which requires complex reasoning with entities and mentions throughout an entire document. In this paper, we propose a novel model to document-level RE, by encoding the document information in terms of entity global and local representations as well as context relation representations. Entity global representations model the semantic information of all entities in the document, entity local representations aggregate the contextual information of multiple mentions of specific entities, and context relation representations encode the topic information of other relations. Experimental results demonstrate that our model achieves superior performance on two public datasets for document-level RE. It is particularly effective in extracting relations between entities of long distance and having multiple mentions."
GLUCOSE: GeneraLized and COntextualized Story Explanations,"['Nasrin Mostafazadeh', 'Aditya Kalyanpur', 'Lori Moon', 'David Buchanan', 'Lauren Berkowitz', 'Or Biran', 'Jennifer Chu-Carroll']",http://arxiv.org/abs/2009.07758v1,"When humans read or listen, they make implicit commonsense inferences that frame their understanding of what happened and why. As a step toward AI systems that can build similar mental models, we introduce GLUCOSE, a large-scale dataset of implicit commonsense causal knowledge, encoded as causal mini-theories about the world, each grounded in a narrative context. To construct GLUCOSE, we drew on cognitive psychology to identify ten dimensions of causal explanation, focusing on events, states, motivations, and emotions. Each GLUCOSE entry includes a story-specific causal statement paired with an inference rule generalized from the statement. This paper details two concrete contributions: First, we present our platform for effectively crowdsourcing GLUCOSE data at scale, which uses semi-structured templates to elicit causal explanations. Using this platform, we collected 440K specific statements and general rules that capture implicit commonsense knowledge about everyday situations. Second, we show that existing knowledge resources and pretrained language models do not include or readily predict GLUCOSE's rich inferential content. However, when state-of-the-art neural models are trained on this knowledge, they can start to make commonsense inferences on unseen stories that match humans' mental models."
Gone At Last: Removing the Hypothesis-Only Bias in Natural Language Inference via Ensemble Adversarial Training,"['Joe Stacey', 'Pasquale Minervini', 'Haim Dubossarsky', 'Sebastian Riedel', 'Tim Rocktäschel']",,
GRADE: Automatic Graph-Enhanced Coherence Metric for Evaluating Open-Domain Dialogue Systems,"['Lishan Huang', 'Zheng Ye', 'Jinghui Qin', 'Liang Lin', 'Xiaodan Liang']",http://arxiv.org/abs/2010.03994v1,"Automatically evaluating dialogue coherence is a challenging but high-demand ability for developing high-quality open-domain dialogue systems. However, current evaluation metrics consider only surface features or utterance-level semantics, without explicitly considering the fine-grained topic transition dynamics of dialogue flows. Here, we first consider that the graph structure constituted with topics in a dialogue can accurately depict the underlying communication logic, which is a more natural way to produce persuasive metrics. Capitalized on the topic-level dialogue graph, we propose a new evaluation metric GRADE, which stands for Graph-enhanced Representations for Automatic Dialogue Evaluation. Specifically, GRADE incorporates both coarse-grained utterance-level contextualized representations and fine-grained topic-level graph representations to evaluate dialogue coherence. The graph representations are obtained by reasoning over topic-level dialogue graphs enhanced with the evidence from a commonsense graph, including k-hop neighboring representations and hop-attention weights. Experimental results show that our GRADE significantly outperforms other state-of-the-art metrics on measuring diverse dialogue models in terms of the Pearson and Spearman correlations with human judgements. Besides, we release a new large-scale human evaluation benchmark to facilitate future research on automatic metrics."
Gradient-guided Unsupervised Lexically Constrained Text Generation,['Lei Sha'],,
Grammatical Error Correction in Low Error Density Domains: A New Benchmark and Analyses,"['Simon Flachs', 'Ophélie Lacroix', 'Helen Yannakoudakis', 'Marek Rei', 'Anders Søgaard']",,
Graph Convolutions over Constituent Trees for Syntax-Aware Semantic Role Labeling,"['Diego Marcheggiani', 'Ivan Titov']",http://arxiv.org/abs/1909.09814v2,"Semantic role labeling (SRL) is the task of identifying predicates and labeling argument spans with semantic roles. Even though most semantic-role formalisms are built upon constituent syntax and only syntactic constituents can be labeled as arguments (e.g., FrameNet and PropBank), all the recent work on syntax-aware SRL relies on dependency representations of syntax. In contrast, we show how graph convolutional networks (GCNs) can be used to encode constituent structures and inform an SRL system. Nodes in our SpanGCN correspond to constituents. The computation is done in 3 stages. First, initial node representations are produced by `composing' word representations of the first and the last word in the constituent. Second, graph convolutions relying on the constituent tree are performed, yielding syntactically-informed constituent representations. Finally, the constituent representations are `decomposed' back into word representations which in turn are used as input to the SRL classifier. We evaluate SpanGCN against alternatives, including a model using GCNs over dependency trees, and show its effectiveness on standard CoNLL-2005, CoNLL-2012, and FrameNet benchmarks."
